project,exp,year,location,plot,crop,rep,lat,lon,seedyld,strawyld,hayyld,strawRFV,straw_N,straw_C,rootyld,spring_hay_RFV,fall_hay_RFV,ave_hay_RFV,N_leached,N2O_emitted,N_fert,stand_age,ETH_pot,tillage_planting_diesel,tillage_planting_hours,seed_costs,straw_diesel,straw_hours,grain_diesel,grain_hours,hay_diesel,hay_hours,fert_diesel,fert_hours,herb_diesel,herb_hours
IREE_nrate,A,2013,Morris,4106,iwg,1,45.58822,-95.874869,548,10100,NA,123.239339,,,,NA,NA,NA,NA,NA,120,2,76.6049304,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4211,iwg,2,45.58822,-95.874869,728,11740,NA,117.7586814,,,,NA,NA,NA,NA,NA,120,2,81.88812825,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4301,iwg,3,45.58822,-95.874869,529,10440,NA,128.1037331,,,,NA,NA,NA,NA,NA,120,2,78.11363809,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4402,iwg,4,45.58822,-95.874869,958,10940,NA,129.6791291,,,,NA,NA,NA,NA,NA,120,2,75.86195547,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4118,iwg,1,45.58822,-95.874869,287,9060,NA,126.6919315,,,,NA,NA,NA,NA,NA,160,2,78.24807673,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4208,iwg,2,45.58822,-95.874869,636,11000,NA,124.436314,,,,NA,NA,NA,NA,NA,160,2,78.99536411,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4307,iwg,3,45.58822,-95.874869,632,12160,NA,123.8902149,,,,NA,NA,NA,NA,NA,160,2,76.87604684,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4411,iwg,4,45.58822,-95.874869,410,11400,NA,120.7866463,,,,NA,NA,NA,NA,NA,160,2,78.00848619,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4112,iwg,1,45.58822,-95.874869,331,9780,NA,125.230012,,,,NA,NA,NA,NA,NA,200,2,77.1451097,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4217,iwg,2,45.58822,-95.874869,484,11420,NA,122.8082386,,,,NA,NA,NA,NA,NA,200,2,77.34911167,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4316,iwg,3,45.58822,-95.874869,282,10000,NA,122.2391514,,,,NA,NA,NA,NA,NA,200,2,81.69544098,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
